@id,dct:created,dct:description,dct:modified,rdf:type,rdfs:label,rdfs:seeAlso,skos:altLabel,skos:broader,skos:closeMatch,skos:definition,skos:inScheme,skos:narrower,skos:prefLabel,skos:related,skos:relatedMatch,skos:topConceptOf
<http://registry.it.csiro.au/def/agldwg/agift/land-rehabilitation-programs>,'2003-08-25'^^xsd:date,"'Administering environmental support schemes to restore areas damaged by mineral excavation and extraction. Includes reviewing proposed projects and providing advice on rehabilitation strategies.

See also ENVIRONMENT - Conservation programs - Landcare programs: for programs to regenerate the environment.'@en",'2005-09-05'^^xsd:date,skos:Concept,'Land rehabilitation programs'@en,,'Land regeneration'@en|'Restoration programs'@en|'Natural regeneration'@en,<http://registry.it.csiro.au/def/agldwg/agift/mineral-resources>,,"'Administering environmental support schemes to restore areas damaged by mineral excavation and extraction. Includes reviewing proposed projects and providing advice on rehabilitation strategies.

See also ENVIRONMENT - Conservation programs - Landcare programs: for programs to regenerate the environment.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Land rehabilitation programs'@en,<http://registry.it.csiro.au/def/agldwg/agift/soil-preservation-programs>|<http://registry.it.csiro.au/def/agldwg/agift/landcare-programs>,,
<http://registry.it.csiro.au/def/agldwg/agift/land-use-planning>,'2003-08-25'^^xsd:date,"'Developing policy for the effective management and allocation of land resources. Promoting strategies for integrated land use and balancing competing interests. Providing advice on rural and urban developments. Conducting surveys and demographic analysis, forecasting needs for infrastructure and facilities, and identifying heritage and significant areas.


See also CIVIC INFRASTRUCTURE - Civic management - Town planning: for controlled urban development.

See also CIVIC INFRASTRUCTURE - Housing industry policy: for policy and programs to ensure the adequacy of land supply and construction activity.

See also CIVIC INFRASTRUCTURE - Infrastructure planning; providing advice on nationally-significant economic infrastructure to governments, investors and owners.

See also INDIGENOUS AFFAIRS - Indigenous heritage conservation: for land use agreements with traditional owners.'@en",'2015-06-11T07:51:42Z'^^xsd:dateTime,skos:Concept,'Land use planning'@en,,'Land planning'@en|'Commercial land use'@en,<http://registry.it.csiro.au/def/agldwg/agift/natural-resources>,,"'Developing policy for the effective management and allocation of land resources. Promoting strategies for integrated land use and balancing competing interests. Providing advice on rural and urban developments. Conducting surveys and demographic analysis, forecasting needs for infrastructure and facilities, and identifying heritage and significant areas.


See also CIVIC INFRASTRUCTURE - Civic management - Town planning: for controlled urban development.

See also CIVIC INFRASTRUCTURE - Housing industry policy: for policy and programs to ensure the adequacy of land supply and construction activity.

See also CIVIC INFRASTRUCTURE - Infrastructure planning; providing advice on nationally-significant economic infrastructure to governments, investors and owners.

See also INDIGENOUS AFFAIRS - Indigenous heritage conservation: for land use agreements with traditional owners.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/land-use-zoning>,'Land use planning'@en,<http://registry.it.csiro.au/def/agldwg/agift/integrated-services-planning>|<http://registry.it.csiro.au/def/agldwg/agift/housing-industry-policy>|<http://registry.it.csiro.au/def/agldwg/agift/indigenous-heritage-conservation>|<http://registry.it.csiro.au/def/agldwg/agift/infrastructure-planning>|<http://registry.it.csiro.au/def/agldwg/agift/town-planning>|<http://registry.it.csiro.au/def/agldwg/agift/public-land-management>,,
<http://registry.it.csiro.au/def/agldwg/agift/land-use-zoning>,'2004-07-09'^^xsd:date,"'Marking out areas of land with regard to their use. Implementing strategic land use plans for the allocation of land resources. Administering land zones and assessing development applications.


See also CIVIC INFRASTRUCTURE - Civic management - Building approval services: for construction permission.

See also CIVIC INFRASTRUCTURE - Civic management - Town planning: for controlled urban development.'@en",'2015-06-11T07:52:03Z'^^xsd:dateTime,skos:Concept,'Land use zoning'@en,,'Zoning'@en|'Commercial zoning'@en|'Land zoning'@en|'Public land zoning'@en|'Residential zoning'@en|'Development approval services'@en|'Commercial land use'@en,<http://registry.it.csiro.au/def/agldwg/agift/land-use-planning>,,"'Marking out areas of land with regard to their use. Implementing strategic land use plans for the allocation of land resources. Administering land zones and assessing development applications.


See also CIVIC INFRASTRUCTURE - Civic management - Building approval services: for construction permission.

See also CIVIC INFRASTRUCTURE - Civic management - Town planning: for controlled urban development.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Land use zoning'@en,<http://registry.it.csiro.au/def/agldwg/agift/building-approval-services>|<http://registry.it.csiro.au/def/agldwg/agift/integrated-services-planning>|<http://registry.it.csiro.au/def/agldwg/agift/town-planning>,,
<http://registry.it.csiro.au/def/agldwg/agift/land-valuation>,'2003-08-25'^^xsd:date,'Assessing land resources to estimate their material worth for rating and taxation purposes. Providing advice on the unimproved value of land or in acquisition compensation disputes. Includes valuations for heritage listed land and rating concessions where land is held under nominated lease or tenure from the Crown.'@en,'2004-08-03'^^xsd:date,skos:Concept,'Land valuation'@en,,'Valuation services'@en|'Land value'@en,<http://registry.it.csiro.au/def/agldwg/agift/natural-resources>,,'Assessing land resources to estimate their material worth for rating and taxation purposes. Providing advice on the unimproved value of land or in acquisition compensation disputes. Includes valuations for heritage listed land and rating concessions where land is held under nominated lease or tenure from the Crown.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,,'Land valuation'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/landcare-programs>,'2003-08-28'^^xsd:date,"'Managing programs to prevent or repair damage to the natural environment. Restoring specific areas to their native state or preventing further degradation. Conducting activities such as planting or feral weed control. Includes funding for joint projects with local business or community groups.

See also NATURAL RESOURCES - Mineral resources - Land rehabilitation programs: for restoring areas damaged by mineral excavation and extraction.'@en",'2005-03-09'^^xsd:date,skos:Concept,'Landcare programs'@en,,'Community land care'@en|'Sustainable agriculture'@en|'Land conservation programs'@en,<http://registry.it.csiro.au/def/agldwg/agift/conservation-programs>,,"'Managing programs to prevent or repair damage to the natural environment. Restoring specific areas to their native state or preventing further degradation. Conducting activities such as planting or feral weed control. Includes funding for joint projects with local business or community groups.

See also NATURAL RESOURCES - Mineral resources - Land rehabilitation programs: for restoring areas damaged by mineral excavation and extraction.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Landcare programs'@en,<http://registry.it.csiro.au/def/agldwg/agift/land-rehabilitation-programs>,,
<http://registry.it.csiro.au/def/agldwg/agift/law-enforcement>,'2003-08-26'^^xsd:date,"'Formulating policy to support the maintenance of rules and regulations that govern the actions of citizens. Coordinating the services of law enforcement agencies across jurisdictions. Developing programs to reduce violence and the use of illicit substances, improve public safety and reduce repeat offences. Includes activities to address \'white-collar\' and corporate crime.

See also  GOVERNANCE - Public Administration - Corruption prevention: preventing, detecting and investigating serious and systemic corruption issues in Australian government agencies. 

See also GOVERNANCE - Public administration - Integrity compliance: encouraging ethical behaviour and compliance with official codes of conduct.'@en",'2015-06-11T07:53:30Z'^^xsd:dateTime,skos:Concept,'Law enforcement'@en,<http://unstats.un.org/unsd/cr/registry/regcs.asp?Cl=4&Lg=1&Co=03.1.0>,'Police'@en|'National police'@en|'Detector dog programs'@en|'Federal police'@en|'Enforcement'@en,<http://registry.it.csiro.au/def/agldwg/agift/security>,,"'Formulating policy to support the maintenance of rules and regulations that govern the actions of citizens. Coordinating the services of law enforcement agencies across jurisdictions. Developing programs to reduce violence and the use of illicit substances, improve public safety and reduce repeat offences. Includes activities to address \'white-collar\' and corporate crime.

See also  GOVERNANCE - Public Administration - Corruption prevention: preventing, detecting and investigating serious and systemic corruption issues in Australian government agencies. 

See also GOVERNANCE - Public administration - Integrity compliance: encouraging ethical behaviour and compliance with official codes of conduct.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/protective-services>|<http://registry.it.csiro.au/def/agldwg/agift/community-policing>|<http://registry.it.csiro.au/def/agldwg/agift/police-administration>|<http://registry.it.csiro.au/def/agldwg/agift/criminology>,'Law enforcement'@en,<http://registry.it.csiro.au/def/agldwg/agift/corruption-prevention>|<http://registry.it.csiro.au/def/agldwg/agift/integrity-compliance>|<http://registry.it.csiro.au/def/agldwg/agift/emergency-management>|<http://registry.it.csiro.au/def/agldwg/agift/counterfeiting-control>|<http://registry.it.csiro.au/def/agldwg/agift/emergency-services>|<http://registry.it.csiro.au/def/agldwg/agift/road-transport-safety>|<http://registry.it.csiro.au/def/agldwg/agift/road-safety-awareness>|<http://registry.it.csiro.au/def/agldwg/agift/prosecution-services>,<http://unstats.un.org/unsd/cr/references/cofog/version1/03-1-0>,
<http://registry.it.csiro.au/def/agldwg/agift/legal-aid-services>,'2003-08-25'^^xsd:date,'Providing financial assistance for the purpose of legal proceedings in courts. Facilitating access to legal advice and services according to an income-based scale.'@en,'2015-06-11T02:19:57Z'^^xsd:dateTime,skos:Concept,'Legal aid services'@en,,'Aboriginal legal services'@en|'Public defenders'@en|'Community legal centres'@en,<http://registry.it.csiro.au/def/agldwg/agift/justice-administration>,,'Providing financial assistance for the purpose of legal proceedings in courts. Facilitating access to legal advice and services according to an income-based scale.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,,'Legal aid services'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/legislation-review>,'2003-08-25'^^xsd:date,"'Revising or amending legal instruments that already exist on statute books. Incorporating changes in government policy and other developments to ensure laws are relevant and equitable. Managing legislative review programs. Administering inter-departmental committees. Conducting enquiries, consultation and research. Providing advice on law reform.

See also GOVERNANCE - Legislative drafting - Draft Bill amendment process: for revising proposed legislation.'@en",'2015-06-11T04:21:47Z'^^xsd:dateTime,skos:Concept,'Legislation review'@en,,'Legislative amendment'@en|'Law reform'@en,<http://registry.it.csiro.au/def/agldwg/agift/legislative-drafting>,,"'Revising or amending legal instruments that already exist on statute books. Incorporating changes in government policy and other developments to ensure laws are relevant and equitable. Managing legislative review programs. Administering inter-departmental committees. Conducting enquiries, consultation and research. Providing advice on law reform.

See also GOVERNANCE - Legislative drafting - Draft Bill amendment process: for revising proposed legislation.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Legislation review'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/legislative-drafting>,'2003-08-25'^^xsd:date,"'Preparing legal instruments for the parliament of any jurisdiction. Analysing government policy and the constitutional environment. Interpreting the legal effect of existing legislation. Providing advice on legislative proposals.

See also GOVERNANCE - Parliamentary chamber support - Parliamentary papers: for printing and gazetting of legislation passed through parliament.

See also GOVERNANCE - Parliamentary chamber support - Tabling of official documents: for presentation of draft legislation to parliament.'@en",'2015-06-11T02:14:26Z'^^xsd:dateTime,skos:Concept,'Legislative drafting'@en,,'Acts of Parliament'@en|'Law-making'@en|'Legislation development'@en,<http://registry.it.csiro.au/def/agldwg/agift/governance>,,"'Preparing legal instruments for the parliament of any jurisdiction. Analysing government policy and the constitutional environment. Interpreting the legal effect of existing legislation. Providing advice on legislative proposals.

See also GOVERNANCE - Parliamentary chamber support - Parliamentary papers: for printing and gazetting of legislation passed through parliament.

See also GOVERNANCE - Parliamentary chamber support - Tabling of official documents: for presentation of draft legislation to parliament.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/preparation-of-legislative-regulations>|<http://registry.it.csiro.au/def/agldwg/agift/draft-bill-amendment-process>|<http://registry.it.csiro.au/def/agldwg/agift/legislation-review>,'Legislative drafting'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/life-insurance>,'2003-08-28'^^xsd:date,"'Monitoring the activities of life insurance providers to ensure compliance with government policy and standards. Investigating suspected breaches of prudential regulations and applying penalties when appropriate.

See also BUSINESS SUPPORT AND REGULATION - Insurance regulation - General insurance: for regulating the activities of general insurance providers.'@en",'2015-06-11T04:33:29Z'^^xsd:dateTime,skos:Concept,'Life insurance'@en,,'Total and permanent disablement insurance'@en|'Disablement insurance'@en|'Death insurance'@en,<http://registry.it.csiro.au/def/agldwg/agift/insurance-regulation>,,"'Monitoring the activities of life insurance providers to ensure compliance with government policy and standards. Investigating suspected breaches of prudential regulations and applying penalties when appropriate.

See also BUSINESS SUPPORT AND REGULATION - Insurance regulation - General insurance: for regulating the activities of general insurance providers.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Life insurance'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/light-station-maintenance>,'2003-08-25'^^xsd:date,"'Administering programs to plan and manage navigational aids and markers for maritime transport. Supervising upgrades and regular maintenance to ensure the safe movement of vessels through shipping channels and approaches to ports. Includes decommissioning of light stations.

See also ENVIRONMENT - Natural heritage protection: for heritage-listed lighthouses in national parks.

See also MARITIME SERVICES - Navigation - Navigation systems development: for maritime navigation.'@en",'2015-06-11T02:08:43Z'^^xsd:dateTime,skos:Concept,'Light station maintenance'@en,,'Lighthouse maintenance'@en|'Beacon maintenance'@en|'Navigation aid maintenance'@en|'Lighthouses'@en,<http://registry.it.csiro.au/def/agldwg/agift/navigation>,,"'Administering programs to plan and manage navigational aids and markers for maritime transport. Supervising upgrades and regular maintenance to ensure the safe movement of vessels through shipping channels and approaches to ports. Includes decommissioning of light stations.

See also ENVIRONMENT - Natural heritage protection: for heritage-listed lighthouses in national parks.

See also MARITIME SERVICES - Navigation - Navigation systems development: for maritime navigation.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Light station maintenance'@en,<http://registry.it.csiro.au/def/agldwg/agift/natural-heritage-protection>,,
<http://registry.it.csiro.au/def/agldwg/agift/local-laws-and-ordinances>,'2003-08-25'^^xsd:date,"'Administering legal processes at town or district level. Establishing public regulations and courts with limited civil or criminal jurisdiction. Includes management of permits, rates and registration of domestic or native animals.'@en",'2015-06-11T07:53:58Z'^^xsd:dateTime,skos:Concept,'Local laws and ordinances'@en,,'Ordinances'@en|'Sex industry regulation'@en|'Native animal registration'@en|'Permits and licence applications'@en|'Domestic animal registration'@en|'Rates'@en|'Animal welfare'@en|'Dog registration'@en|'Councils'@en|'Domestic animal services'@en|'Fines'@en,<http://registry.it.csiro.au/def/agldwg/agift/justice-administration>,,"'Administering legal processes at town or district level. Establishing public regulations and courts with limited civil or criminal jurisdiction. Includes management of permits, rates and registration of domestic or native animals.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Local laws and ordinances'@en,<http://registry.it.csiro.au/def/agldwg/agift/taxation>|<http://registry.it.csiro.au/def/agldwg/agift/revenue-raising>,,
<http://registry.it.csiro.au/def/agldwg/agift/logistics>,'2003-08-28'^^xsd:date,'Administering programs to manage military transportation and supply. Developing procedural frameworks and systems to move bodies of troops or deliver services and equipment.'@en,'2004-08-06'^^xsd:date,skos:Concept,'Logistics'@en,,'Defence supply systems'@en|'Defence logistics'@en|'Army logistics'@en,<http://registry.it.csiro.au/def/agldwg/agift/defence-strategic-support>,,'Administering programs to manage military transportation and supply. Developing procedural frameworks and systems to move bodies of troops or deliver services and equipment.'@en,<http://registry.it.csiro.au/def/agldwg/agift>,,'Logistics'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/marina-management>,'2003-08-25'^^xsd:date,"'Building and maintaining facilities offering dockage and other services for watercraft. Licensing operators of private marinas. Regulating boating activities, to protect waterways and marine industries from environmental impact. Includes inspections and assessment of procedures for managing sewage, spills and other discharge.

See also ENVIRONMENT - Oceans governance: for management and protection of marine environments.

See also MARITIME SERVICES - Harbour management: for regulating coastal areas that provide protection for ships.

See also MARITIME SERVICES - Port regulation: for managing sea-based entry and exit points.

See also NATURAL RESOURCES - Water resources - Waterway management: for regulating the use of rivers and catchment areas.'@en",'2015-06-11T05:04:10Z'^^xsd:dateTime,skos:Concept,'Marina management'@en,,'Marina'@en|'Marinas'@en,<http://registry.it.csiro.au/def/agldwg/agift/maritime-services>,,"'Building and maintaining facilities offering dockage and other services for watercraft. Licensing operators of private marinas. Regulating boating activities, to protect waterways and marine industries from environmental impact. Includes inspections and assessment of procedures for managing sewage, spills and other discharge.

See also ENVIRONMENT - Oceans governance: for management and protection of marine environments.

See also MARITIME SERVICES - Harbour management: for regulating coastal areas that provide protection for ships.

See also MARITIME SERVICES - Port regulation: for managing sea-based entry and exit points.

See also NATURAL RESOURCES - Water resources - Waterway management: for regulating the use of rivers and catchment areas.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Marina management'@en,<http://registry.it.csiro.au/def/agldwg/agift/oceans-governance>|<http://registry.it.csiro.au/def/agldwg/agift/waterway-management>,,
<http://registry.it.csiro.au/def/agldwg/agift/marine-and-rural-regulation>,'2003-08-25'^^xsd:date,"'Monitoring the management of sea-based and farming industries. Encouraging efficient and sustainable cultivation practices. Developing quality assurance programs, operating standards and other regulatory mechanisms.

See also BUSINESS SUPPORT AND REGULATION - Industry assistance schemes: for monitoring the secondary or tertiary industries.

See also ENVIRONMENT - Environmental impact assessment: for regulating the wider effects of primary industries on local ecosystems.'@en",'2015-06-11T07:54:16Z'^^xsd:dateTime,skos:Concept,'Marine and rural regulation'@en,,'Marine industries regulation'@en|'Rural industries regulation'@en,<http://registry.it.csiro.au/def/agldwg/agift/primary-industries>,,"'Monitoring the management of sea-based and farming industries. Encouraging efficient and sustainable cultivation practices. Developing quality assurance programs, operating standards and other regulatory mechanisms.

See also BUSINESS SUPPORT AND REGULATION - Industry assistance schemes: for monitoring the secondary or tertiary industries.

See also ENVIRONMENT - Environmental impact assessment: for regulating the wider effects of primary industries on local ecosystems.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/agricultural-industry>|<http://registry.it.csiro.au/def/agldwg/agift/forestry-industry>|<http://registry.it.csiro.au/def/agldwg/agift/fisheries-industry>|<http://registry.it.csiro.au/def/agldwg/agift/food-quality-assurance>,'Marine and rural regulation'@en,<http://registry.it.csiro.au/def/agldwg/agift/environmental-impact-assessment>|<http://registry.it.csiro.au/def/agldwg/agift/industry-development>,,
<http://registry.it.csiro.au/def/agldwg/agift/marine-and-rural-support>,'2003-08-25'^^xsd:date,"'Developing policy to assist the growth and management of sea-based or farming industries. 
Identifying markets and facilitating trade or investment opportunities. Providing grants, financial incentives or subsidies for initiatives. 

See also BUSINESS SUPPORT AND REGULATION - Industry development: for supporting secondary or tertiary industries.

See also COMMUNITY SERVICES - Financial assistance: for monetary assistance provided to individuals.

See also COMMUNITY SERVICES - Natural disasters - Disaster relief: for financial assistance to those affected by natural disasters.'@en",'2015-06-11T07:54:50Z'^^xsd:dateTime,skos:Concept,'Marine and rural support'@en,,,<http://registry.it.csiro.au/def/agldwg/agift/primary-industries>,,"'Developing policy to assist the growth and management of sea-based or farming industries. 
Identifying markets and facilitating trade or investment opportunities. Providing grants, financial incentives or subsidies for initiatives. 

See also BUSINESS SUPPORT AND REGULATION - Industry development: for supporting secondary or tertiary industries.

See also COMMUNITY SERVICES - Financial assistance: for monetary assistance provided to individuals.

See also COMMUNITY SERVICES - Natural disasters - Disaster relief: for financial assistance to those affected by natural disasters.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/aquaculture-industry>|<http://registry.it.csiro.au/def/agldwg/agift/horticultural-industry>|<http://registry.it.csiro.au/def/agldwg/agift/silvicultural-industry>|<http://registry.it.csiro.au/def/agldwg/agift/pastoral-industry>|<http://registry.it.csiro.au/def/agldwg/agift/viticultural-industry>,'Marine and rural support'@en,<http://registry.it.csiro.au/def/agldwg/agift/financial-assistance>|<http://registry.it.csiro.au/def/agldwg/agift/disaster-relief>|<http://registry.it.csiro.au/def/agldwg/agift/industry-assistance-schemes>,,
<http://registry.it.csiro.au/def/agldwg/agift/marine-life-protection-programs>,'2003-08-28'^^xsd:date,"'Maintaining sea-based areas of the natural environment that are culturally or scientifically significant in their native state. Developing schemes to conserve plant or animal life in a region, to protect and sustain ecosystems. Promoting community awareness and participation in conservation activities.

See also ENVIRONMENT - Conservation programs: for maintaining land-based environments.

See also ENVIRONMENT - Oceans governance: for the management and protection of marine resources.

See also SCIENCE - Biological sciences: for research into the existence and functioning of marine life.

See also SCIENCE - Earth sciences - Oceanography: for research into marine environments and the physical geography of the seas.'@en",'2015-06-11T08:00:40Z'^^xsd:dateTime,skos:Concept,'Marine life protection programs'@en,,'Ocean conservation programs'@en|'Sea conservation programs'@en|'Aquarium programs'@en|'Marine protection programs'@en,<http://registry.it.csiro.au/def/agldwg/agift/environment>|<http://registry.it.csiro.au/def/agldwg/agift/biological-sciences>,,"'Maintaining sea-based areas of the natural environment that are culturally or scientifically significant in their native state. Developing schemes to conserve plant or animal life in a region, to protect and sustain ecosystems. Promoting community awareness and participation in conservation activities.

See also ENVIRONMENT - Conservation programs: for maintaining land-based environments.

See also ENVIRONMENT - Oceans governance: for the management and protection of marine resources.

See also SCIENCE - Biological sciences: for research into the existence and functioning of marine life.

See also SCIENCE - Earth sciences - Oceanography: for research into marine environments and the physical geography of the seas.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Marine life protection programs'@en,<http://registry.it.csiro.au/def/agldwg/agift/oceanography>,,
<http://registry.it.csiro.au/def/agldwg/agift/maritime-services>,'2003-08-25'^^xsd:date,"'Developing policy to regulate use of the sea as a means of transport. Negotiating passage for sea transport and maritime jurisdiction. Planning and managing maritime infrastructure. Monitoring the safety of seagoing vessels, pilots and personnel. Administering programs for marine search and rescue. Providing resources for the development of navigational aids.

See also DEFENCE - Australian Defence Forces - Navy: for the sea capability of Australia\'s defence forces.

See also TRANSPORT: for regulating road, rail and air transportation.'@en",'2005-09-05'^^xsd:date,skos:Concept,'MARITIME SERVICES'@en,,'Merchant shipping'@en|'Marine authorities'@en|'Shipping'@en,,,"'Developing policy to regulate use of the sea as a means of transport. Negotiating passage for sea transport and maritime jurisdiction. Planning and managing maritime infrastructure. Monitoring the safety of seagoing vessels, pilots and personnel. Administering programs for marine search and rescue. Providing resources for the development of navigational aids.

See also DEFENCE - Australian Defence Forces - Navy: for the sea capability of Australia\'s defence forces.

See also TRANSPORT: for regulating road, rail and air transportation.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,<http://registry.it.csiro.au/def/agldwg/agift/port-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/navigation>|<http://registry.it.csiro.au/def/agldwg/agift/marina-management>|<http://registry.it.csiro.au/def/agldwg/agift/ship-safety>|<http://registry.it.csiro.au/def/agldwg/agift/ship-personnel>|<http://registry.it.csiro.au/def/agldwg/agift/harbour-management>|<http://registry.it.csiro.au/def/agldwg/agift/sea-passengers>|<http://registry.it.csiro.au/def/agldwg/agift/cargo-control>|<http://registry.it.csiro.au/def/agldwg/agift/search-and-rescue>|<http://registry.it.csiro.au/def/agldwg/agift/pilotage-management>,'MARITIME SERVICES'@en,<http://registry.it.csiro.au/def/agldwg/agift/navy>|<http://registry.it.csiro.au/def/agldwg/agift/transport>,,<http://registry.it.csiro.au/def/agldwg/agift>
<http://registry.it.csiro.au/def/agldwg/agift/mathematical-sciences>,'2003-08-25'^^xsd:date,"'Conducting research into quantities, magnitudes and forms by the use of numbers. Providing data analysis, simulation or mathematical modelling to illustrate trends and predict outcomes. Performing optimisation tests to determine the best operating conditions for a process. Includes training and consultancy in mathematical analysis.

See also STATISTICAL SERVICES – Statistical collection: for the collection of social and economic trends of relevance to government activities.

See also SCIENCE - Applied sciences: for the use of mathematics in an operational or industry setting.

See also SCIENCE - Applied sciences - Engineering and technology sciences: for the application of mathematical knowledge to systematic design, construction and management activities.'@en",'2015-06-11T08:31:43Z'^^xsd:dateTime,skos:Concept,'Mathematical sciences'@en,,'Statistical research'@en,<http://registry.it.csiro.au/def/agldwg/agift/science>,,"'Conducting research into quantities, magnitudes and forms by the use of numbers. Providing data analysis, simulation or mathematical modelling to illustrate trends and predict outcomes. Performing optimisation tests to determine the best operating conditions for a process. Includes training and consultancy in mathematical analysis.

See also STATISTICAL SERVICES – Statistical collection: for the collection of social and economic trends of relevance to government activities.

See also SCIENCE - Applied sciences: for the use of mathematics in an operational or industry setting.

See also SCIENCE - Applied sciences - Engineering and technology sciences: for the application of mathematical knowledge to systematic design, construction and management activities.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Mathematical sciences'@en,<http://registry.it.csiro.au/def/agldwg/agift/statistical-collection>,,
<http://registry.it.csiro.au/def/agldwg/agift/media-ownership-regulation>,'2003-08-28'^^xsd:date,"'Developing policy and legislation to support Australian control of domestic communication channels. Setting limits on who can own and control Australian media outlets. Encouraging diversity among the more influential broadcasting services.

See also COMMUNICATIONS - Broadcasting - Broadcasting standards: for regulating the broadcast coverage of major events.'@en",'2015-06-11T05:05:08Z'^^xsd:dateTime,skos:Concept,'Media ownership regulation'@en,,'Mass media services'@en|'Media ownership'@en,<http://registry.it.csiro.au/def/agldwg/agift/communications>,,"'Developing policy and legislation to support Australian control of domestic communication channels. Setting limits on who can own and control Australian media outlets. Encouraging diversity among the more influential broadcasting services.

See also COMMUNICATIONS - Broadcasting - Broadcasting standards: for regulating the broadcast coverage of major events.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Media ownership regulation'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/medical-aids-regulation>,'2003-08-25'^^xsd:date,"'Monitoring the availability and manufacturing quality of appliances that assist people suffering from disease or disability. Assessing products to determine eligibility for subsidies, special tax treatment or limited distribution, in accordance with government policy.'@en",'2005-05-26'^^xsd:date,skos:Concept,'Medical aids regulation'@en,,'Disability aids'@en|'Disabled equipment'@en|'Wheelchairs'@en|'Vehicle modifications'@en|'Walking aids'@en|'Respirators'@en|'Medical alert devices'@en|'Hearing aids'@en|'Prosthetics'@en,<http://registry.it.csiro.au/def/agldwg/agift/medical-research>,,"'Monitoring the availability and manufacturing quality of appliances that assist people suffering from disease or disability. Assessing products to determine eligibility for subsidies, special tax treatment or limited distribution, in accordance with government policy.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Medical aids regulation'@en,,,
<http://registry.it.csiro.au/def/agldwg/agift/medical-and-health-sciences>,'2003-09-08'^^xsd:date,"'Conducting experimental research into the causes, effects and symptoms of illness. Applying knowledge from a range of scientific disciplines to advance the diagnosis, treatment and prevention of disease. Developing products and processes to improve community health. Providing advice on diet, nutrition and the use of pharmaceuticals. Includes safety assessments for therapeutic goods, and the development of new surgical techniques.

See also HEALTH CARE - Medical research: for funding and regulation of medical and health science activities.

See also HEALTH CARE - Medical research - Population-based research: for clinical investigation into the health of particular groups.

See also SCIENCE - Biological sciences: for other research that may contribute to medical and health sciences.

See also SPORT AND RECREATION - Sports drugs monitoring - Doping detection research: for developing tests to reveal performance-enhancing drugs.'@en",'2015-06-11T07:55:38Z'^^xsd:dateTime,skos:Concept,'Medical and health sciences'@en,,'Medicine'@en|'Health sciences'@en,<http://registry.it.csiro.au/def/agldwg/agift/science>,,"'Conducting experimental research into the causes, effects and symptoms of illness. Applying knowledge from a range of scientific disciplines to advance the diagnosis, treatment and prevention of disease. Developing products and processes to improve community health. Providing advice on diet, nutrition and the use of pharmaceuticals. Includes safety assessments for therapeutic goods, and the development of new surgical techniques.

See also HEALTH CARE - Medical research: for funding and regulation of medical and health science activities.

See also HEALTH CARE - Medical research - Population-based research: for clinical investigation into the health of particular groups.

See also SCIENCE - Biological sciences: for other research that may contribute to medical and health sciences.

See also SPORT AND RECREATION - Sports drugs monitoring - Doping detection research: for developing tests to reveal performance-enhancing drugs.'@en",<http://registry.it.csiro.au/def/agldwg/agift>,,'Medical and health sciences'@en,<http://registry.it.csiro.au/def/agldwg/agift/apparatus-licensing>|<http://registry.it.csiro.au/def/agldwg/agift/medical-research>|<http://registry.it.csiro.au/def/agldwg/agift/epidemiology>|<http://registry.it.csiro.au/def/agldwg/agift/population-based-research>|<http://registry.it.csiro.au/def/agldwg/agift/food-hygiene-regulation>|<http://registry.it.csiro.au/def/agldwg/agift/national-referral-laboratory-services>|<http://registry.it.csiro.au/def/agldwg/agift/doping-detection-research>,,
